SA2_code,income_security
101021007,0.15082028608873
101021008,0.171611586601079
101021009,0.169670654172822
101021010,0.178448248820077
101021011,0.202762588457237
101021012,0.210377596671124
101031013,0.123173946846615
101031014,0.156656068790411
101031015,0.139633046386529
101031016,0.14417421927167
101041017,0.136507586292169
101041018,0.144334734289608
101041019,0.145159006137127
101041020,0.131022106101908
101041021,0.1643710418553
101041022,0
101041023,0.133185207662153
101041024,0.136358312505419
101041025,0.145228431684134
101041026,0.152103868301388
101041027,0.138619191929928
101051539,0.160180140499724
101051540,0.139444625893502
101061541,0.166620942261221
101061542,0.17963305018638
101061543,0.140092676971015
101061544,0.115769058477501
102011028,0.19189925615335
102011029,0.179766793744311
102011030,0.153501456832361
102011031,0.179915119570647
102011032,0.173163010081769
102011033,0.170526463838888
102011034,0.16853151408331
102011035,0.165885268252577
102011036,0.172987104099836
102011037,0.183808145181213
102011038,0.17578146919555
102011039,0.191037729159333
102011040,0.160403414161997
102011041,0.189121211590092
102011042,0.163213277618691
102011043,0.161075220114806
102021044,0.15579874155391
102021045,0.141948554871318
102021046,0.151608983669031
102021047,0.163180961635021
102021048,0.147205202782612
102021049,0.182470414649336
102021050,0.149236692994434
102021051,0.179928752887573
102021052,0.149005047884796
102021053,0.156063015405697
102021054,0.154452381202286
102021055,0.168181518100124
102021056,0.169011628301845
102021057,0.149693206770179
103011058,0.163887378590651
103011059,0.167277059815318
103011060,0.158056681718537
103011061,0.142782312359369
103021062,0.120886484474933
103021063,0.14241937179855
103021064,0.116804574434702
103021065,0.138249667468929
103021066,0.10735229921199
103021067,0.177331684126
103021068,0.113420364157262
103021069,0.131866490896521
103031070,0.167178824408944
103031071,0.161525056094709
103031072,0.177671349579791
103031073,0.14212173708082
103031074,0.152508153995785
103031075,0
103041076,0.154147401827364
103041077,0.164891248609092
103041078,0.181375858437362
103041079,0.162213669952449
104011080,0.148525292515907
104011081,0.140717634708936
104011082,0.142830168702743
104021083,0.157774192555501
104021084,0.149370938951183
104021085,0.1470724335493
104021086,0.141944890793384
104021087,0.113601545619822
104021088,0.173739754136941
104021089,0.153752547507856
104021090,0.149228654519249
104021091,0.142220628297288
105011092,0.14997629338547
105011093,0.182380267715427
105011094,0.114990103294185
105011095,0.142351206590645
105011096,0.122531951514945
105021097,0.171922747319334
105021098,0.0982920845548757
105031099,0.124139265849381
105031100,0.161066820380149
105031101,0.165454767773885
105031102,0.162289502832697
105031103,0.156123957062573
105031104,0.110450450491293
105031105,0.133828257424044
105031106,0.135636469911216
106011107,0.183504295229196
106011108,0.153681189265016
106011109,0.165449386537259
106011110,0.158627520680589
106011111,0.151810299253323
106011112,0.185811152883066
106011113,0.181315474759264
106021114,0.173699315156227
106021115,0.175494350910992
106021116,0.200221222694705
106021117,0.166615609784322
106021118,0.178480612022176
106031119,0.162402970688796
106031120,0.152015030320716
106031121,0.159203515940706
106031122,0.149819262028097
106031123,0.183768127583184
106031124,0.148221453260782
106031125,0.168911271407674
106041126,0.187679106377532
106041127,0.162894237976163
106041128,0.172725085236667
106041129,0.139744743008572
107011131,0.15850461191212
107011132,0.175697414896992
107011133,0
107011134,0.181541065117996
107011545,0.143014799654863
107011546,0.150100026402986
107011547,0.16474429140117
107021135,0
107031136,0.167115886638774
107031137,0.146943112416905
107031138,0.186749169973691
107031139,0.192196919206749
107031140,0.186232883454301
107031141,0.179788739095835
107031142,0.155486397788795
107031143,0.147994046575119
107041144,0.179260030129064
107041145,0.174150733482245
107041146,0.18533268394621
107041147,0.192716388750059
107041148,0.210694638462846
107041150,0.196003929610457
107041548,0.185069313905261
107041549,0.173510966640884
108011151,0.145461676962758
108011152,0.145440970035818
108011153,0.141465225406618
108011154,0.129576213732002
108021155,0.140980615822601
108021156,0.138303268533862
108021157,0.145657627571441
108021158,0.133287940691828
108021159,0.1367978145073
108021160,0.147809509469585
108031161,0.145101885011038
108041162,0.150836013866373
108041163,0.169620600102763
108041164,0.155329147943046
108041165,0.135923424748927
108041166,0.151046044577439
108051167,0.143434942372012
108051168,0.160149618421169
108051169,0.143076882395749
108051170,0.138033904693458
108051171,0.138530215529307
109011172,0.171088602281353
109011173,0.157006113910376
109011174,0.182013625504756
109011175,0.139253452937398
109011176,0.140285989546848
109021177,0.126799638300408
109021178,0.150023846685439
109021179,0.109656938613793
109031180,0.138972810072602
109031181,0.129000180544302
109031182,0.152424171720668
109031183,0.111890096583623
109031184,0.159557604128971
109031185,0.134668979413964
110011186,0.156155387170614
110011187,0.109949263837131
110011188,0.142224242071955
110011189,0.107176820350965
110021190,0.1287596414019
110021191,0.150396271769173
110021192,0.107829884865976
110021193,0.110457462305422
110021194,0.11958578828959
110031195,0.16434840702578
110031196,0.111444530771668
110031197,0.163846863368107
110031198,0.129693252190815
110041199,0.172832072767159
110041200,0.137104115843013
110041201,0.136196047681815
110041202,0.160133427281825
110041203,0.176755635827835
110041204,0.143977829570354
110041205,0.148104759617437
111011206,0.172601018430108
111011207,0.156244316335201
111011208,0.179503440642527
111011209,0.174948088020326
111011210,0.152356290103178
111011211,0.191306319442909
111011212,0.171597869522503
111011213,0.197422345016215
111011214,0.178306286020642
111021215,0.156788390069476
111021216,0.167818591175959
111021217,0.172963726922372
111021218,0.162799989582477
111021219,0.169314811492813
111021220,0.176257385804817
111021221,0.158893909983256
111031222,0.188449460798792
111031223,0.141040057312818
111031224,0.189810774983353
111031225,0.193606112504747
111031226,0.172510294225018
111031227,0.172484751391565
111031228,0.211326754870674
111031229,0.21736549117199
111031230,0
111031231,0.130817973798608
111031232,0.18941112345246
111031233,0.169616141876137
111031234,0.168546137669559
111031235,0.187873133454418
112011236,0.147692916028129
112011237,0.161371686611751
112011238,0.156889506599905
112011239,0.144804502844656
112011240,0.153281267193409
112011241,0.142241529040547
112011242,0.174032601736707
112011243,0.136380100005609
112021244,0.135572704704308
112021245,0.124803201577683
112021246,0.153874837246178
112021247,0.134487974648419
112021248,0.14029867474339
112021249,0.150767185877101
112031250,0.167181476479916
112031251,0.139476159993325
112031252,0.142562113361637
112031253,0.152427311836376
112031254,0.145823702402369
112031550,0.147039034234226
112031551,0.165626760338723
112031552,0.128127487750362
113011256,0.151437141547588
113011257,0.124542153782741
113011258,0.154969831861274
113011259,0.131491668683978
113021260,0.126829949235847
113021261,0.159952690239904
113021262,0.146462412496742
113031263,0.146216868332937
113031264,0.115269262731379
113031265,0.144788917847274
113031266,0.131162651744505
113031267,0.170246803728292
113031268,0.157491661912419
113031269,0.162297941059185
113031270,0.157751213354909
113031271,0.141974039727652
114011272,0.172013495756189
114011273,0.162743131688444
114011274,0.142704457450812
114011275,0.0130523159185331
114011276,0.1884677251871
114011277,0.160942072456127
114011278,0.156651827901556
114011279,0.142464963091998
114011280,0.142354288669762
114011281,0.165592150909244
