code4,income_security,job_security_score,wage_nrm,wage_abs
5911,0.204175374080674,0.855670103092783,0.238614593805125,1258
5912,0.207878609696671,0.840909090909091,0.24720699531496,1303.3
5991,0.147454474847235,0.789473684210526,0.18677566813983,984.7
5992,0.182740084596271,0.92,0.198630526735077,1047.2
5993,0.204140665010148,0.875,0.233303617154455,1230
5994,0.218112154721855,0.909090909090909,0.23992337019404,1264.9
5995,0.267785033228545,0.982456140350877,0.272566908821911,1437
5996,0.320612279736727,1,0.320612279736727,1690.3
5997,0.081217636236035,0.625,0.129948217977656,685.1
5999,0.156584745126725,0.695652173913043,0.225090571119668,1186.7
6111,0.221938759381145,0.833333333333333,0.266326511257374,1404.1
6112,0.294531590827185,1,0.294531590827185,1552.8
6113,0.235627607156979,0.861538461538462,0.273496329735779,1441.9
6121,0.172831544391264,0.740740740740741,0.233322584928207,1230.1
6211,0.036004899104992,0.357142857142857,0.100813717493978,531.5
6212,0.108230117031164,0.692307692307692,0.156332391267237,824.2
6213,0.220700585261197,0.888888888888889,0.248288158418846,1309
6214,0.0675595219278002,0.638888888888889,0.1057453386696,557.5
6215,0.142671800610762,0.733333333333333,0.194552455378312,1025.7
6216,0.0225684894697243,0.166666666666667,0.135410936818346,713.9
6217,0.0139925266971416,0.1,0.139925266971416,737.7
6219,0.0804066244391954,0.411764705882353,0.195273230780903,1029.5
6311,0.0258769700927475,0.311688311688312,0.0830219457142315,437.7
6391,0.012639650234252,0.125,0.101117201874016,533.1
6392,0.255427628459248,0.8,0.31928453557406,1683.3
6393,0.0270670131446672,0.2,0.135335065723336,713.5
6394,0.072689567092177,0.466666666666667,0.155763358054665,821.2
6395,0.169856413952694,1,0.169856413952694,895.5
6399,0.0876405986229396,0.5,0.175281197245879,924.1
7111,0.165147664118662,0.75,0.22019688549155,1160.9
7112,0.290965649361734,1,0.290965649361734,1534
7113,0.246562091007378,1,0.246562091007378,1299.9
7114,NaN,NaN,NaN,NaN
7115,0.0688387928908784,0.25,0.275355171563514,1451.7
7116,0,0,0.16847176646877,888.2
7117,NaN,NaN,NaN,NaN
7119,0.205888409877333,0.785714285714286,0.262039794389332,1381.5
7121,0.354251626486599,0.75,0.472335501982132,2490.2
7122,0.340222850266286,0.755555555555556,0.45029494888185,2374
7123,0.194160121952802,0.789473684210526,0.245936154473549,1296.6
7129,0.300295084365948,0.80952380952381,0.370952751275583,1955.7
